order_id,order_datetime,store_id,product_id,promotion_id,channel,payment_method,units,unit_selling_price,discount_pct_applied,order_status
BF2025-000785,2025-11-28 01:42:13,S003,P0094,PR001,Online,Cash,3,121.33,37.0,Completed
BF2025-000786,2025-11-28 23:36:45,S017,P0072,,In-Store,Card,2,152.65,0.0,Completed
BF2025-000787,2025-11-28 00:38:23,S017,P0001,PR004,Online,Card,6,404.85,60.3,Completed
BF2025-000788,2025-11-30 08:28:27,S012,P0044,,Online,Digital Wallet,2,63.44,0.0,Completed
BF2025-000789,2025-11-28 12:19:50,S024,P0051,PR005,Online,Digital Wallet,4,269.28,23.3,Completed
BF2025-000790,2025-11-23 16:15:23,S007,P0110,PR015,In-Store,Card,3,85.84,23.6,Completed
BF2025-000791,2025-11-28 04:04:20,S024,P0107,,Online,Card,2,78.0,0.0,Canceled
BF2025-000792,2025-11-29 18:04:08,S003,P0004,,Online,Card,2,799.8,0.0,Completed
BF2025-000793,2025-11-25 22:23:52,S002,P0013,PR003,Online,Card,2,124.23,33.6,Returned
BF2025-000794,2025-11-27 14:03:43,S010,P0005,PR013,Online,Digital Wallet,2,179.7,10.3,Completed
BF2025-000795,2025-11-23 11:44:16,S006,P0078,PR017,In-Store,Card,1,175.84,36.0,Completed
BF2025-000796,2025-11-26 02:36:56,S011,P0013,,Online,Card,2,184.94,0.0,Completed
BF2025-000797,2025-11-28 01:42:45,S024,P0054,PR010,Online,Cash,3,19.68,28.2,Completed
BF2025-000798,2025-11-28 11:27:45,S026,P0037,PR013,Online,Digital Wallet,4,166.13,16.0,Completed
BF2025-000799,2025-11-30 13:16:03,S007,P0093,,Online,Card,3,158.28,16.1,Completed
BF2025-000800,2025-11-27 01:29:43,S009,P0003,PR005,In-Store,Card,3,82.58,22.5,Completed
BF2025-000801,2025-11-25 11:22:28,S030,P0030,,Online,Digital Wallet,4,33.49,15.5,Returned
BF2025-000802,2025-11-28 14:47:48,S004,P0001,,Online,Card,1,1058.88,0.0,Completed
BF2025-000803,2025-11-30 21:48:21,S005,P0031,,In-Store,Digital Wallet,1,57.42,0.0,Completed
BF2025-000804,2025-11-27 21:06:39,S008,P0112,PR008,Online,Card,3,101.38,30.8,Returned
BF2025-000805,2025-11-26 18:56:00,S028,P0105,PR018,In-Store,Digital Wallet,2,226.23,19.0,Completed
BF2025-000806,2025-11-28 03:30:30,S017,P0114,PR001,In-Store,Card,3,45.5,37.3,Completed
BF2025-000807,2025-11-28 14:33:04,S011,P0107,PR005,Online,Digital Wallet,1,59.98,19.8,Completed
BF2025-000808,2025-11-30 14:46:42,S018,P0068,,Online,Digital Wallet,5,19.41,0.0,Returned
BF2025-000809,2025-11-28 03:25:48,S018,P0078,,Online,Digital Wallet,2,282.46,0.0,Completed
BF2025-000810,2025-11-28 11:13:08,S026,P0083,,Online,Cash,1,194.89,0.0,Completed
BF2025-000811,2025-11-29 12:07:56,S007,P0046,,Online,Card,3,167.99,0.0,Completed
BF2025-000812,2025-11-30 10:02:44,S003,P0035,,In-Store,Card,2,122.56,0.0,Completed
BF2025-000813,2025-11-29 11:24:19,S028,P0089,PR012,Online,Card,2,46.7,49.0,Completed
BF2025-000814,2025-11-26 21:56:53,S013,P0035,,Online,Card,3,99.99,16.3,Completed
BF2025-000815,2025-11-28 16:25:59,S021,P0085,PR004,In-Store,Cash,5,14.12,63.7,Completed
BF2025-000816,2025-11-22 19:17:03,S021,P0081,PR014,Online,Digital Wallet,3,65.59,31.4,Completed
BF2025-000817,2025-11-28 10:51:05,S012,P0089,PR010,Online,Cash,2,68.73,26.2,Completed
BF2025-000818,2025-11-28 16:51:04,S005,P0115,PR001,Online,Card,2,110.12,33.3,Returned
BF2025-000819,2025-11-29 21:13:41,S026,P0062,PR017,Online,Card,2,164.72,38.1,Completed
BF2025-000820,2025-11-23 01:13:06,S016,P0083,PR007,Online,Digital Wallet,1,98.49,50.0,Completed
BF2025-000821,2025-11-23 08:13:45,S006,P0022,,Online,Digital Wallet,1,113.25,0.0,Completed
BF2025-000822,2025-11-29 01:43:20,S022,P0111,PR015,In-Store,Card,4,158.6,25.7,Completed
BF2025-000823,2025-11-29 01:19:23,S007,P0113,PR011,Online,Card,4,12.32,44.8,Completed
BF2025-000824,2025-11-23 02:21:53,S023,P0027,PR003,In-Store,Card,4,102.41,30.2,Completed
BF2025-000825,2025-11-25 02:18:09,S029,P0011,PR009,In-Store,Card,2,69.53,34.1,Completed
BF2025-000826,2025-11-24 09:31:50,S022,P0026,PR013,In-Store,Cash,4,584.09,10.3,Completed
BF2025-000827,2025-11-23 19:51:04,S018,P0061,,In-Store,Card,2,9.85,0.0,Completed
BF2025-000828,2025-11-29 07:46:11,S021,P0057,PR016,Online,Card,4,20.6,54.1,Completed
BF2025-000829,2025-11-28 16:21:13,S002,P0048,PR004,Online,Card,1,55.36,63.0,Completed
BF2025-000830,2025-11-23 11:51:18,S023,P0012,PR013,In-Store,Digital Wallet,4,468.17,18.9,Completed
BF2025-000831,2025-11-23 13:04:59,S015,P0063,,In-Store,Digital Wallet,7,149.73,0.0,Completed
BF2025-000832,2025-11-23 11:51:02,S018,P0115,PR011,Online,Cash,1,91.18,46.6,Completed
BF2025-000833,2025-11-26 10:53:30,S016,P0104,PR002,Online,Card,5,44.31,21.0,Completed
BF2025-000834,2025-11-24 12:41:30,S016,P0120,PR004,In-Store,Card,4,112.55,62.5,Returned
BF2025-000835,2025-11-22 11:48:02,S013,P0018,PR016,Online,Digital Wallet,1,87.92,50.4,Completed
BF2025-000836,2025-11-29 09:31:28,S019,P0082,,Online,Card,1,552.66,0.0,Completed
BF2025-000837,2025-11-30 01:55:49,S002,P0015,PR017,Online,Card,1,7.65,34.0,Completed
BF2025-000838,2025-11-26 07:19:08,S021,P0085,PR014,Online,Cash,4,26.94,29.7,Completed
BF2025-000839,2025-11-30 19:20:59,S018,P0091,PR003,Online,Card,2,103.63,31.9,Completed
BF2025-000840,2025-11-22 19:10:33,S003,P0114,,In-Store,Cash,3,70.73,0.0,Completed
BF2025-000841,2025-11-22 17:17:50,S028,P0020,,Online,Card,4,16.39,0.0,Completed
BF2025-000842,2025-11-28 20:19:19,S002,P0033,PR008,Online,Card,2,32.19,31.4,Completed
BF2025-000843,2025-11-30 10:16:19,S003,P0075,PR014,Online,Card,1,196.41,32.1,Completed
BF2025-000844,2025-11-28 09:40:52,S002,P0089,PR004,Online,Card,2,36.04,61.1,Completed
BF2025-000845,2025-11-22 04:48:58,S026,P0084,,In-Store,Digital Wallet,3,333.67,0.0,Completed
BF2025-000846,2025-11-24 18:47:53,S004,P0083,PR001,Online,Digital Wallet,1,126.39,34.0,Completed
BF2025-000847,2025-11-27 13:42:31,S030,P0057,,In-Store,Digital Wallet,1,44.07,0.0,Completed
BF2025-000848,2025-11-24 23:55:35,S006,P0015,PR009,Online,Digital Wallet,3,7.42,36.3,Completed
BF2025-000849,2025-11-30 19:59:50,S003,P0028,PR014,In-Store,Card,2,94.06,32.7,Completed
BF2025-000850,2025-11-23 19:38:48,S028,P0102,PR013,Online,Card,2,549.47,18.4,Completed
BF2025-000851,2025-11-23 20:50:26,S018,P0109,PR003,In-Store,Card,5,78.92,35.9,Completed
BF2025-000852,2025-11-28 12:42:43,S005,P0054,,In-Store,Card,3,27.35,0.0,Completed
BF2025-000853,2025-11-28 13:15:29,S029,P0092,PR017,Online,Card,1,112.53,31.9,Completed
BF2025-000854,2025-11-28 07:51:19,S028,P0093,PR013,Online,Digital Wallet,2,158.08,15.2,Completed
BF2025-000855,2025-11-24 23:38:11,S024,P0013,PR015,In-Store,Digital Wallet,2,134.02,25.9,Completed
BF2025-000856,2025-11-23 10:05:19,S005,P0107,,Online,Card,3,74.71,0.0,Returned
BF2025-000857,2025-11-25 16:17:35,S021,P0004,PR010,Online,Card,6,610.5,23.7,Completed
BF2025-000858,2025-11-28 05:22:34,S012,P0042,,Online,Card,3,107.36,0.0,Completed
BF2025-000859,2025-11-28 04:23:59,S027,P0093,PR016,Online,Card,4,91.68,50.9,Completed
BF2025-000860,2025-11-28 19:23:28,S001,P0061,,Online,Digital Wallet,2,9.35,0.0,Returned
BF2025-000861,2025-11-29 20:12:57,S006,P0045,,In-Store,Card,2,60.61,0.0,Completed
BF2025-000862,2025-11-28 13:16:24,S025,P0037,,Online,Card,1,195.68,0.0,Completed
BF2025-000863,2025-11-22 12:48:46,S020,P0011,PR012,Online,Card,3,58.47,47.5,Canceled
BF2025-000864,2025-11-22 13:33:35,S008,P0037,PR013,Online,Digital Wallet,1,161.91,16.2,Completed
BF2025-000865,2025-11-30 03:27:13,S026,P0108,,In-Store,Card,4,166.48,0.0,Completed
BF2025-000866,2025-11-25 04:54:35,S010,P0075,PR014,In-Store,Card,4,202.93,30.8,Completed
BF2025-000867,2025-11-28 12:28:04,S028,P0018,PR008,In-Store,Card,2,118.6,31.9,Completed
BF2025-000868,2025-11-28 06:35:34,S001,P0107,PR001,Online,Cash,3,49.34,35.8,Completed
BF2025-000869,2025-11-28 10:04:46,S005,P0023,,In-Store,Card,4,281.54,0.0,Completed
BF2025-000870,2025-11-28 11:49:42,S028,P0089,,In-Store,Digital Wallet,4,92.41,0.0,Canceled
BF2025-000871,2025-11-28 18:16:38,S007,P0029,PR002,Online,Card,3,123.23,24.9,Completed
BF2025-000872,2025-11-24 02:47:02,S004,P0114,PR004,In-Store,Digital Wallet,4,27.94,60.5,Completed
BF2025-000873,2025-11-28 13:24:27,S016,P0058,PR004,In-Store,Digital Wallet,2,15.5,60.2,Completed
BF2025-000874,2025-11-25 06:10:24,S017,P0046,,Online,Card,3,173.34,0.0,Completed
BF2025-000875,2025-11-23 06:37:56,S002,P0027,PR011,In-Store,Card,2,80.61,44.2,Completed
BF2025-000876,2025-11-28 20:26:35,S018,P0114,PR014,Online,Card,1,49.99,31.0,Completed
BF2025-000877,2025-11-28 19:58:58,S001,P0083,PR003,Online,Card,1,127.67,32.8,Completed
BF2025-000878,2025-11-25 08:27:42,S007,P0075,PR001,In-Store,Digital Wallet,6,185.98,37.4,Completed
BF2025-000879,2025-11-28 17:36:57,S022,P0115,PR014,Online,Cash,5,110.5,32.3,Completed
BF2025-000880,2025-11-28 21:52:59,S015,P0044,PR012,In-Store,Card,2,29.01,54.1,Completed
BF2025-000881,2025-11-28 11:27:45,S026,P0109,,Online,Digital Wallet,2,125.87,0.0,Completed
BF2025-000882,2025-11-28 05:26:01,S023,P0094,PR005,Online,Digital Wallet,2,152.95,20.8,Completed
BF2025-000883,2025-11-30 10:04:06,S030,P0029,PR015,Online,Card,2,120.66,26.4,Completed
BF2025-000884,2025-11-25 03:15:30,S006,P0076,,In-Store,Digital Wallet,2,1087.19,0.0,Completed
BF2025-000885,2025-11-27 19:56:22,S019,P0111,PR010,Online,Digital Wallet,2,155.56,24.7,Completed
BF2025-000886,2025-11-28 22:15:03,S023,P0108,PR009,Online,Card,2,104.5,38.9,Completed
BF2025-000887,2025-11-26 00:03:39,S020,P0065,PR012,In-Store,Digital Wallet,2,14.02,46.7,Completed
BF2025-000888,2025-11-25 20:28:30,S009,P0064,PR007,In-Store,Card,1,12.91,51.9,Completed
BF2025-000889,2025-11-28 11:04:36,S017,P0070,PR013,Online,Digital Wallet,3,553.93,17.1,Completed
BF2025-000890,2025-11-28 03:02:44,S007,P0085,PR004,In-Store,Cash,1,14.65,61.7,Completed
BF2025-000891,2025-11-23 10:26:50,S002,P0003,PR011,In-Store,Cash,4,55.87,46.6,Completed
BF2025-000892,2025-11-28 15:42:09,S004,P0009,PR015,In-Store,Card,3,199.31,25.2,Completed
BF2025-000893,2025-11-28 04:14:58,S013,P0107,PR008,In-Store,Card,1,51.17,31.4,Completed
BF2025-000894,2025-11-28 11:41:44,S009,P0021,PR003,In-Store,Cash,2,24.25,29.8,Completed
BF2025-000895,2025-11-30 23:22:11,S025,P0119,PR006,In-Store,Digital Wallet,2,32.16,47.1,Completed
BF2025-000896,2025-11-28 12:25:45,S001,P0100,PR011,In-Store,Card,2,80.0,40.6,Completed
BF2025-000897,2025-11-23 13:38:32,S002,P0054,PR017,In-Store,Digital Wallet,3,17.72,38.3,Completed
BF2025-000898,2025-11-28 05:47:43,S007,P0009,PR015,Online,Card,3,192.63,26.5,Returned
BF2025-000899,2025-11-26 11:59:02,S027,P0094,PR006,Online,Card,3,102.21,48.4,Completed
BF2025-000900,2025-11-23 03:29:39,S009,P0017,PR008,Online,Cash,2,44.41,31.3,Completed
BF2025-000901,2025-11-28 15:14:29,S028,P0033,PR010,In-Store,Cash,2,32.52,30.8,Completed
BF2025-000902,2025-11-28 01:45:25,S015,P0042,,In-Store,Card,3,106.96,0.0,Completed
BF2025-000903,2025-11-28 20:38:36,S005,P0061,PR013,In-Store,Cash,4,8.1,16.1,Completed
BF2025-000904,2025-11-28 19:04:16,S026,P0043,,Online,Card,1,25.43,0.0,Completed
BF2025-000905,2025-11-22 01:33:25,S028,P0092,PR013,Online,Card,2,143.14,14.7,Completed
BF2025-000906,2025-11-22 13:42:10,S010,P0006,,Online,Cash,1,117.59,0.0,Completed
BF2025-000907,2025-11-30 16:26:31,S027,P0079,,Online,Card,2,148.0,0.0,Completed
BF2025-000908,2025-11-30 10:22:41,S003,P0086,,Online,Card,2,26.33,0.0,Completed
BF2025-000909,2025-11-23 12:59:52,S019,P0054,PR018,In-Store,Card,4,21.57,23.1,Completed
BF2025-000910,2025-11-26 20:19:45,S016,P0005,PR009,In-Store,Card,2,136.73,33.6,Completed
BF2025-000911,2025-11-23 06:44:33,S020,P0033,,In-Store,Card,1,47.23,0.0,Completed
BF2025-000912,2025-11-28 12:51:56,S017,P0013,,In-Store,Card,2,183.49,0.0,Completed
BF2025-000913,2025-11-28 12:46:37,S012,P0026,,Online,Card,2,634.58,0.0,Completed
BF2025-000914,2025-11-28 23:13:53,S011,P0111,PR010,Online,Card,1,154.02,25.2,Completed
BF2025-000915,2025-11-23 02:14:33,S027,P0037,,Online,Card,2,196.95,0.0,Completed
BF2025-000916,2025-11-28 18:46:30,S023,P0072,,Online,Card,2,138.21,5.9,Completed
BF2025-000917,2025-11-28 19:21:19,S020,P0036,,In-Store,Digital Wallet,7,32.16,0.0,Completed
BF2025-000918,2025-11-22 15:23:34,S006,P0111,PR006,Online,Cash,1,104.23,49.7,Completed
BF2025-000919,2025-11-30 12:03:15,S002,P0103,,Online,Card,1,24.76,0.0,Completed
BF2025-000920,2025-11-27 20:19:38,S014,P0052,PR015,Online,Digital Wallet,3,232.75,24.5,Completed
BF2025-000921,2025-11-28 13:09:56,S027,P0020,,Online,Card,2,16.69,0.0,Completed
BF2025-000922,2025-11-29 08:13:15,S004,P0034,,Online,Card,1,259.15,0.0,Completed
BF2025-000923,2025-11-28 14:14:45,S029,P0044,,In-Store,Card,2,56.37,15.5,Completed
BF2025-000924,2025-11-23 00:28:58,S008,P0075,,In-Store,Card,2,290.73,0.0,Completed
BF2025-000925,2025-11-22 07:29:24,S027,P0015,,Online,Card,2,11.46,0.0,Completed
BF2025-000926,2025-11-28 13:34:29,S023,P0116,PR010,Online,Cash,3,134.7,24.5,Completed
BF2025-000927,2025-11-28 00:44:39,S022,P0020,PR004,Online,Digital Wallet,3,6.68,59.3,Completed
BF2025-000928,2025-11-26 13:22:01,S003,P0061,,Online,Card,1,9.64,0.0,Completed
BF2025-000929,2025-11-27 15:32:34,S016,P0057,PR017,Online,Card,2,30.52,33.2,Completed
BF2025-000930,2025-11-30 10:31:11,S002,P0051,,Online,Card,3,346.32,0.0,Completed
BF2025-000931,2025-11-28 23:20:16,S003,P0057,PR002,Online,Card,2,35.17,22.0,Completed
BF2025-000932,2025-11-28 15:36:54,S027,P0039,,Online,Cash,3,25.1,0.0,Completed
BF2025-000933,2025-11-30 04:46:00,S007,P0112,,In-Store,Card,2,146.38,0.0,Completed
BF2025-000934,2025-11-23 19:45:06,S017,P0099,,Online,Card,5,283.28,0.0,Completed
BF2025-000935,2025-11-28 10:28:38,S022,P0095,PR018,Online,Card,3,237.28,22.8,Completed
BF2025-000936,2025-11-26 08:29:24,S022,P0108,PR001,Online,Cash,2,108.1,36.3,Completed
BF2025-000937,2025-11-28 06:11:06,S022,P0059,,Online,Card,2,95.01,0.0,Completed
BF2025-000938,2025-11-28 11:56:20,S027,P0095,PR005,In-Store,Card,1,240.88,20.9,Completed
BF2025-000939,2025-11-24 14:40:58,S027,P0038,PR003,Online,Card,1,750.58,31.2,Completed
BF2025-000940,2025-11-25 14:07:14,S029,P0024,,Online,Cash,4,288.15,0.0,Completed
BF2025-000941,2025-11-27 20:17:04,S008,P0052,PR003,Online,Card,3,202.4,33.4,Completed
BF2025-000942,2025-11-28 11:35:13,S025,P0036,PR015,Online,Card,4,24.54,23.5,Completed
BF2025-000943,2025-11-29 23:58:39,S010,P0018,,Online,Card,1,174.99,0.0,Completed
BF2025-000944,2025-11-22 20:56:58,S011,P0094,,Online,Digital Wallet,1,192.24,0.0,Completed
BF2025-000945,2025-11-24 09:24:31,S012,P0074,PR008,In-Store,Card,2,19.65,33.4,Completed
BF2025-000946,2025-11-28 03:33:33,S005,P0033,PR005,In-Store,Card,1,38.22,19.8,Completed
BF2025-000947,2025-11-22 18:28:38,S018,P0062,PR010,In-Store,Card,3,193.01,27.0,Completed
BF2025-000948,2025-11-22 05:16:37,S022,P0105,PR005,Online,Card,1,216.42,20.7,Completed
BF2025-000949,2025-11-23 21:38:13,S028,P0065,,Online,Card,2,26.46,0.0,Returned
BF2025-000950,2025-11-29 09:56:55,S016,P0042,PR004,Online,Cash,3,41.33,61.5,Completed
BF2025-000951,2025-11-27 13:08:02,S009,P0019,PR008,Online,Digital Wallet,3,463.73,33.7,Completed
BF2025-000952,2025-11-23 13:56:30,S013,P0053,PR015,Online,Card,1,695.05,27.6,Returned
BF2025-000953,2025-11-28 01:13:04,S026,P0095,PR017,Online,Cash,3,205.76,32.6,Completed
BF2025-000954,2025-11-23 21:52:11,S004,P0089,PR001,In-Store,Card,2,59.12,36.5,Completed
BF2025-000955,2025-11-28 09:27:51,S019,P0111,PR008,In-Store,Cash,4,145.8,31.4,Completed
BF2025-000956,2025-11-24 14:14:08,S024,P0050,,Online,Digital Wallet,1,38.02,0.0,Completed
BF2025-000957,2025-11-28 09:21:33,S001,P0038,PR010,Online,Cash,3,838.95,25.8,Completed
BF2025-000958,2025-11-30 05:11:12,S022,P0114,,Online,Cash,3,68.58,6.0,Canceled
BF2025-000959,2025-11-25 10:21:19,S014,P0092,,Online,Card,3,163.28,0.0,Completed
BF2025-000960,2025-11-24 20:57:23,S012,P0016,PR004,Online,Card,4,328.13,62.1,Completed
BF2025-000961,2025-11-28 12:54:39,S022,P0106,PR011,Online,Card,4,183.05,42.0,Completed
BF2025-000962,2025-11-28 04:07:48,S017,P0026,,Online,Cash,3,638.79,0.0,Completed
BF2025-000963,2025-11-28 11:27:23,S005,P0023,PR016,In-Store,Digital Wallet,3,141.92,48.0,Completed
BF2025-000964,2025-11-28 14:53:29,S018,P0027,PR008,In-Store,Card,3,103.11,30.3,Completed
BF2025-000965,2025-11-28 11:23:12,S005,P0107,PR011,Online,Card,2,40.76,46.0,Completed
BF2025-000966,2025-11-22 10:06:43,S004,P0112,,Online,Digital Wallet,1,140.58,0.0,Returned
BF2025-000967,2025-11-28 03:07:52,S022,P0049,,In-Store,Card,1,13.32,0.0,Completed
BF2025-000968,2025-11-23 11:57:36,S009,P0060,PR005,Online,Card,2,168.9,21.6,Returned
BF2025-000969,2025-11-26 00:00:46,S023,P0100,,Online,Card,2,134.59,0.0,Completed
BF2025-000970,2025-11-28 19:55:43,S028,P0120,PR018,Online,Card,2,240.97,21.0,Completed
BF2025-000971,2025-11-29 10:16:27,S021,P0110,PR009,In-Store,Card,2,73.74,32.9,Completed
BF2025-000972,2025-11-23 11:00:43,S005,P0044,,In-Store,Card,1,63.91,0.0,Completed
BF2025-000973,2025-11-22 01:30:06,S015,P0101,,Online,Card,1,205.81,0.0,Completed
BF2025-000974,2025-11-30 21:59:11,S026,P0075,PR014,In-Store,Digital Wallet,3,196.19,33.5,Completed
BF2025-000975,2025-11-23 09:07:38,S025,P0037,PR013,Online,Digital Wallet,1,165.01,15.0,Completed
BF2025-000976,2025-11-28 07:10:44,S011,P0094,,Online,Digital Wallet,2,198.27,0.0,Completed
BF2025-000977,2025-11-22 06:23:49,S004,P0019,,Online,Digital Wallet,2,688.96,0.0,Completed
BF2025-000978,2025-11-29 12:32:07,S002,P0015,PR005,Online,Card,2,8.79,22.5,Completed
BF2025-000979,2025-11-24 05:14:45,S003,P0074,PR002,In-Store,Card,2,23.44,20.3,Completed
BF2025-000980,2025-11-29 00:18:24,S030,P0100,PR014,Online,Digital Wallet,3,88.08,33.8,Completed
BF2025-000981,2025-11-26 12:15:39,S012,P0022,,Online,Cash,3,109.69,0.0,Completed
BF2025-000982,2025-11-28 10:49:59,S020,P0105,,Online,Card,4,279.43,0.0,Completed
BF2025-000983,2025-11-24 03:32:37,S004,P0040,PR006,In-Store,Digital Wallet,4,136.96,51.1,Completed
BF2025-000984,2025-11-27 07:56:42,S003,P0002,,Online,Card,1,281.64,16.7,Completed
BF2025-000985,2025-11-23 13:51:37,S023,P0053,,Online,Card,2,922.81,0.0,Returned
BF2025-000986,2025-11-28 23:01:18,S011,P0068,PR009,Online,Cash,7,13.89,30.9,Completed
BF2025-000987,2025-11-22 07:59:47,S014,P0041,,Online,Digital Wallet,4,170.38,0.0,Completed
BF2025-000988,2025-11-23 09:13:45,S018,P0060,,Online,Digital Wallet,2,219.32,0.0,Completed
BF2025-000989,2025-11-23 00:40:04,S024,P0075,PR018,In-Store,Card,1,233.15,20.1,Completed
BF2025-000990,2025-11-28 12:17:19,S005,P0059,PR017,Online,Card,1,62.53,32.7,Completed
BF2025-000991,2025-11-22 04:52:54,S026,P0076,PR015,In-Store,Card,5,850.28,22.6,Completed
BF2025-000992,2025-11-28 02:36:10,S026,P0003,,Online,Cash,2,102.86,0.0,Completed
BF2025-000993,2025-11-22 13:41:02,S023,P0082,,In-Store,Card,3,539.7,0.0,Completed
BF2025-000994,2025-11-22 16:15:25,S019,P0030,PR007,In-Store,Card,2,20.05,49.4,Completed
BF2025-000995,2025-11-23 11:59:06,S019,P0109,PR004,Online,Card,1,52.69,57.7,Completed
BF2025-000996,2025-11-28 03:23:11,S028,P0097,,Online,Card,3,27.26,0.0,Completed
BF2025-000997,2025-11-27 19:07:59,S005,P0064,PR001,Online,Cash,4,17.83,35.3,Completed
BF2025-000998,2025-11-28 10:58:52,S010,P0037,,Online,Digital Wallet,1,176.27,10.2,Completed
BF2025-000999,2025-11-29 01:19:08,S013,P0067,PR012,Online,Digital Wallet,1,72.0,47.1,Completed
BF2025-001000,2025-11-28 01:08:29,S013,P0068,,Online,Card,1,18.85,7.7,Completed
BF2025-001001,2025-11-28 01:56:07,S008,P0054,PR007,In-Store,Card,2,14.15,50.2,Completed
BF2025-001002,2025-11-27 20:38:07,S011,P0114,,Online,Card,3,72.34,0.0,Completed
BF2025-001003,2025-11-28 02:08:52,S022,P0111,PR015,Online,Digital Wallet,2,149.62,28.7,Completed
BF2025-001004,2025-11-29 10:46:22,S011,P0091,PR003,Online,Digital Wallet,3,107.08,29.7,Completed
BF2025-001005,2025-11-23 08:51:50,S004,P0073,PR014,Online,Card,1,35.94,31.3,Completed
BF2025-001006,2025-11-28 12:09:44,S003,P0109,,Online,Digital Wallet,2,104.95,17.7,Canceled
BF2025-001007,2025-11-25 10:15:16,S028,P0019,PR006,In-Store,Card,5,338.25,51.1,Completed
BF2025-001008,2025-11-27 16:58:57,S023,P0044,PR008,Online,Digital Wallet,1,42.9,34.4,Completed
BF2025-001009,2025-11-28 20:49:24,S002,P0119,PR004,In-Store,Digital Wallet,4,24.06,59.9,Completed
BF2025-001010,2025-11-28 01:22:35,S020,P0065,,Online,Card,3,26.71,0.0,Completed
BF2025-001011,2025-11-28 06:38:06,S006,P0094,,Online,Digital Wallet,4,197.69,0.0,Completed
BF2025-001012,2025-11-22 23:39:26,S001,P0118,PR013,In-Store,Card,1,24.01,13.9,Completed
BF2025-001013,2025-11-25 21:31:27,S030,P0020,,In-Store,Card,1,13.79,14.8,Completed
BF2025-001014,2025-11-23 03:18:44,S002,P0049,PR003,Online,Card,1,8.46,35.1,Completed
BF2025-001015,2025-11-24 05:47:05,S012,P0094,,Online,Card,1,188.88,0.0,Completed
BF2025-001016,2025-11-30 11:20:59,S024,P0068,,Online,Card,3,20.12,0.0,Completed
BF2025-001017,2025-11-30 12:18:36,S010,P0030,PR010,Online,Card,3,28.48,26.4,Completed
BF2025-001018,2025-11-27 09:53:00,S018,P0083,PR018,Online,Card,2,150.83,22.8,Completed
BF2025-001019,2025-11-25 02:11:36,S016,P0095,PR003,In-Store,Card,1,199.97,35.3,Completed
BF2025-001020,2025-11-30 11:11:38,S009,P0019,PR004,In-Store,Cash,2,305.35,56.5,Completed
BF2025-001021,2025-11-30 12:36:47,S021,P0093,PR001,In-Store,Digital Wallet,5,121.72,35.7,Completed
BF2025-001022,2025-11-28 14:30:37,S028,P0086,,Online,Card,1,26.9,0.0,Completed
BF2025-001023,2025-11-28 21:47:05,S016,P0035,,In-Store,Card,3,122.8,0.0,Completed
BF2025-001024,2025-11-28 14:01:39,S004,P0046,PR017,Online,Card,3,111.43,35.4,Completed
BF2025-001025,2025-11-23 14:57:13,S012,P0031,PR018,In-Store,Card,2,47.83,19.0,Completed
BF2025-001026,2025-11-28 20:40:15,S009,P0077,,Online,Digital Wallet,2,189.25,10.1,Completed
BF2025-001027,2025-11-28 14:24:01,S007,P0005,PR007,Online,Digital Wallet,5,95.93,51.9,Completed
BF2025-001028,2025-11-29 23:57:02,S028,P0082,PR006,In-Store,Card,3,281.15,49.3,Completed
BF2025-001029,2025-11-28 20:21:44,S011,P0095,PR002,In-Store,Card,4,234.35,22.1,Completed
BF2025-001030,2025-11-23 20:30:18,S008,P0100,PR009,Online,Card,3,84.49,37.4,Completed
BF2025-001031,2025-11-28 20:08:26,S026,P0053,PR007,Online,Digital Wallet,3,454.07,52.0,Completed
BF2025-001032,2025-11-28 08:36:35,S006,P0116,PR005,In-Store,Card,3,134.75,23.8,Canceled
BF2025-001033,2025-11-30 17:54:09,S018,P0111,,In-Store,Card,3,210.7,0.0,Completed
BF2025-001034,2025-11-26 17:33:38,S017,P0062,,Online,Cash,2,259.73,0.0,Completed
BF2025-001035,2025-11-29 02:56:59,S015,P0076,PR010,Online,Digital Wallet,2,841.1,24.4,Completed
BF2025-001036,2025-11-28 11:19:32,S010,P0023,,In-Store,Digital Wallet,3,280.54,0.0,Completed
BF2025-001037,2025-11-28 21:42:46,S024,P0054,PR007,In-Store,Digital Wallet,2,14.73,47.8,Completed
BF2025-001038,2025-11-30 19:57:54,S016,P0101,,In-Store,Digital Wallet,2,204.85,0.0,Completed
BF2025-001039,2025-11-29 12:36:50,S017,P0115,,Online,Card,3,164.58,0.0,Completed
BF2025-001040,2025-11-29 08:27:56,S024,P0117,PR003,In-Store,Digital Wallet,3,22.32,31.9,Completed
BF2025-001041,2025-11-23 18:16:19,S001,P0003,PR011,Online,Card,2,56.77,46.0,Completed
BF2025-001042,2025-11-28 16:58:14,S007,P0005,,In-Store,Card,6,199.96,0.0,Completed
BF2025-001043,2025-11-25 10:15:49,S024,P0085,,Online,Cash,2,38.96,0.0,Completed
BF2025-001044,2025-11-28 11:20:41,S008,P0029,PR012,Online,Digital Wallet,3,84.91,48.0,Completed
BF2025-001045,2025-11-29 19:41:20,S009,P0001,PR018,In-Store,Card,5,821.71,21.8,Completed
BF2025-001046,2025-11-23 03:23:09,S028,P0025,PR011,In-Store,Card,6,81.93,39.7,Completed
